21.8 0.0301803 0.0301887 0.0302151 0.0302581 0.0303164 0.0303882 0.0304713 0.0305631 0.0306607 0.0307614 0.0308618 0.0309589 0.03105 0.0311322 0.0312031 0.0312605 0.0313028 0.0313287 0.0313375 
22 0.0306021 0.0306101 0.030635 0.0306756 0.0307309 0.0307988 0.0308772 0.0309641 0.0310564 0.0311515 0.0312465 0.0313383 0.0314246 0.0315022 0.0315692 0.0316236 0.0316636 0.0316881 0.0316964 
22.2 0.0309975 0.031005 0.0310286 0.031067 0.0311191 0.0311834 0.0312577 0.0313398 0.0314272 0.0315173 0.0316071 0.0316941 0.0317756 0.031849 0.0319125 0.0319638 0.0320017 0.032025 0.0320327 
22.4 0.0313683 0.0313754 0.0313976 0.0314341 0.0314834 0.0315443 0.0316145 0.0316924 0.0317751 0.0318603 0.0319453 0.0320276 0.0321048 0.0321744 0.0322345 0.0322831 0.0323189 0.032341 0.0323483 
22.6 0.0317163 0.0317231 0.0317441 0.0317785 0.0318253 0.0318829 0.0319495 0.0320231 0.0321015 0.0321821 0.0322628 0.0323407 0.0324138 0.0324797 0.0325366 0.0325827 0.0326166 0.0326374 0.0326445 
22.8 0.0320431 0.0320493 0.0320694 0.0321021 0.0321464 0.0322009 0.0322641 0.0323338 0.032408 0.0324844 0.0325609 0.0326348 0.0327039 0.0327664 0.0328203 0.032864 0.0328962 0.0329159 0.0329226 
23 0.0323502 0.0323561 0.032375 0.032406 0.0324481 0.0324997 0.0325596 0.0326257 0.0326961 0.0327686 0.032841 0.032911 0.0329766 0.0330359 0.033087 0.0331284 0.0331588 0.0331776 0.0331838 
23.2 0.0326388 0.0326444 0.0326624 0.0326917 0.0327315 0.0327806 0.0328373 0.0329001 0.0329669 0.0330356 0.0331042 0.0331707 0.0332329 0.0332892 0.0333376 0.0333769 0.0334059 0.0334236 0.0334295 
23.4 0.0329104 0.0329156 0.0329327 0.0329604 0.0329982 0.0330448 0.0330987 0.0331582 0.0332215 0.0332869 0.033352 0.033415 0.0334741 0.0335275 0.0335734 0.0336107 0.0336382 0.033655 0.0336607 
23.6 0.0331658 0.0331708 0.0331869 0.0332134 0.0332493 0.0332935 0.0333445 0.033401 0.0334612 0.0335231 0.033585 0.0336449 0.0337009 0.0337517 0.0337952 0.0338307 0.0338568 0.0338728 0.0338783 
23.8 0.0334063 0.033411 0.0334264 0.0334516 0.0334856 0.0335276 0.0335762 0.0336298 0.0336869 0.0337457 0.0338045 0.0338613 0.0339145 0.0339627 0.0340043 0.0340379 0.0340627 0.0340778 0.0340829 
24 0.033633 0.0336374 0.033652 0.0336759 0.0337083 0.0337482 0.0337942 0.0338453 0.0338996 0.0339554 0.0340112 0.0340653 0.034116 0.0341616 0.0342012 0.034233 0.0342566 0.034271 0.0342758 
24.2 0.0338467 0.0338508 0.0338647 0.0338874 0.0339181 0.033956 0.0339999 0.0340483 0.0341001 0.0341531 0.0342062 0.0342575 0.0343057 0.0343492 0.0343866 0.0344171 0.0344394 0.0344532 0.0344578 
24.4 0.0340481 0.0340522 0.0340653 0.0340869 0.0341161 0.0341521 0.0341938 0.0342399 0.034289 0.0343395 0.0343899 0.0344389 0.0344846 0.034526 0.0345616 0.0345905 0.0346119 0.0346249 0.0346294 
24.6 0.0342381 0.0342419 0.0342544 0.034275 0.0343028 0.0343371 0.0343767 0.0344206 0.0344673 0.0345153 0.0345634 0.0346099 0.0346534 0.0346928 0.0347268 0.0347542 0.0347744 0.0347869 0.0347912 
24.8 0.0344175 0.0345412 0.0344784 0.0344813 0.0344968 0.0345223 0.0345556 0.0345946 0.0346375 0.0346824 0.0347277 0.0347716 0.0348131 0.0348504 0.0348827 0.0349089 0.0349281 0.0349399 0.034944 
25 0.034587 0.0345903 0.0346018 0.0346203 0.0346456 0.0346766 0.0347125 0.0347522 0.0347946 0.0348381 0.0348816 0.0349239 0.0349634 0.0349991 0.0350298 0.0350547 0.035073 0.0350844 0.0350882 
25.2 0.0347472 0.0347504 0.0347611 0.0347788 0.0348028 0.0348324 0.0348667 0.0349046 0.0349449 0.0349863 0.0350278 0.035068 0.0351057 0.0351396 0.0351689 0.0351926 0.0352101 0.0352209 0.0352245 
25.4 0.0348985 0.0349014 0.0349119 0.0349287 0.0349515 0.0349797 0.0350124 0.0350484 0.0350868 0.0351265 0.0351659 0.0352041 0.0352401 0.0352724 0.0353004 0.035323 0.0353397 0.0353499 0.0353534 
25.6 0.0350416 0.0350446 0.0350542 0.0350703 0.0350921 0.035119 0.0351501 0.0351845 0.0352211 0.0352588 0.0352966 0.035333 0.0353672 0.0353981 0.0354247 0.0354463 0.0354623 0.0354719 0.0354752 
25.8 0.0351771 0.0351797 0.0351891 0.0352044 0.0352252 0.0352509 0.0352805 0.0353133 0.0353482 0.0353842 0.0354202 0.0354549 0.0354876 0.035517 0.0355423 0.035563 0.0355781 0.0355874 0.0355907 
26 0.0353053 0.0353078 0.0353167 0.0353314 0.0353512 0.0353756 0.0354039 0.0354352 0.0354685 0.0355029 0.0355371 0.0355704 0.0356014 0.0356295 0.0356538 0.0356735 0.0356879 0.0356967 0.0356999 
26.2 0.0354266 0.0354291 0.0354376 0.0354515 0.0354704 0.0354938 0.0355208 0.0355507 0.0355825 0.0356153 0.035648 0.0356795 0.0357093 0.0357361 0.0357592 0.035778 0.0357918 0.0358004 0.0358033 
26.4 0.0355416 0.0355439 0.035552 0.0355653 0.0355834 0.0356057 0.0356315 0.03566 0.0356904 0.0357217 0.0357529 0.0357831 0.0358115 0.0358371 0.0358592 0.0358771 0.0358903 0.0358985 0.0359012 
